design_id,split,family,task_id,seed,policy,verify_enabled,status,solved,accounted_cost_usd,provider_reported_cost_usd,conservative_reserve_usd,elapsed_s,tool_calls,attempts,model_events,provider_retries,tokens_complete,known_tokens,unknown_token_upper_bound,hidden_passed,hidden_total,public_passed,public_total,verification_calls,verification_elapsed_s,caught_supplemental_failures,supplemental_grader_disagreement,supplemental_grader_disagreement_direction,success_after_repair,regressions_introduced,unnecessary_edits
31:expression_engine-repair-3:cheap_only:verify-1,test,expression_engine,expression_engine-repair-3,31,cheap_only,1,completed,1,9.5e-05,9.5e-05,0,5.839468,4,1,1,0,1,1345,0,6,6,3,3,1,0.451273,0,0,,0,0,1
31:graph_dependencies-repair-1:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-1,31,cheap_only,0,completed,1,9.1e-05,9.1e-05,0,3.935606,3,1,1,0,1,1335,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-1:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-1,31,cheap_only,1,completed,1,8.8e-05,8.8e-05,0,4.688524,4,1,1,0,1,1307,0,5,5,3,3,1,0.451535,0,0,,0,0,1
31:graph_dependencies-repair-2:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-2,31,cheap_only,0,completed,1,9.1e-05,9.1e-05,0,5.570825,3,1,1,0,1,1333,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-2:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-2,31,cheap_only,1,completed,1,9.1e-05,9.1e-05,0,7.393762,4,1,1,0,1,1333,0,5,5,3,3,1,0.658261,0,0,,0,0,1
31:graph_dependencies-repair-3:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-3,31,cheap_only,0,completed,1,9.6e-05,9.6e-05,0,4.42553,3,1,1,0,1,1375,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-3:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-3,31,cheap_only,1,completed,1,8.8e-05,8.8e-05,0,4.19741,4,1,1,0,1,1309,0,5,5,3,3,1,0.453009,0,0,,0,0,1
31:interpolation-repair-1:cheap_only:verify-0,test,interpolation,interpolation-repair-1,31,cheap_only,0,completed,1,0.000113,0.000113,0,5.321864,3,1,1,0,1,1408,0,5,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-1:cheap_only:verify-1,test,interpolation,interpolation-repair-1,31,cheap_only,1,completed,1,0.000119,0.000119,0,5.197624,4,1,1,0,1,1460,0,5,5,2,2,1,0.55999,0,0,,0,0,1
31:interpolation-repair-2:cheap_only:verify-0,test,interpolation,interpolation-repair-2,31,cheap_only,0,completed,0,0.0001,0.0001,0,3.767103,3,1,1,0,1,1320,0,4,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-2:cheap_only:verify-1,test,interpolation,interpolation-repair-2,31,cheap_only,1,failed,0,0.001221,0,0.001221,25.231918,1,1,1,0,0,0,8035,0,5,1,2,0,0,0,unknown,,0,0,0
31:interpolation-repair-3:cheap_only:verify-0,test,interpolation,interpolation-repair-3,31,cheap_only,0,completed,1,9.7e-05,9.7e-05,0,5.077266,3,1,1,0,1,1293,0,5,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-3:cheap_only:verify-1,test,interpolation,interpolation-repair-3,31,cheap_only,1,completed,1,0.00011,0.00011,0,4.850458,4,1,1,0,1,1388,0,5,5,2,2,1,0.69292,0,0,,0,0,1
31:tabular_join-repair-1:cheap_only:verify-0,test,tabular_join,tabular_join-repair-1,31,cheap_only,0,completed,1,0.000105,0.000105,0,4.4597,3,1,1,0,1,1378,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-1:cheap_only:verify-1,test,tabular_join,tabular_join-repair-1,31,cheap_only,1,completed,1,9.4e-05,9.4e-05,0,3.965312,4,1,1,0,1,1293,0,4,4,2,2,1,0.502048,0,0,,0,0,1
31:tabular_join-repair-2:cheap_only:verify-0,test,tabular_join,tabular_join-repair-2,31,cheap_only,0,completed,1,0.000106,0.000106,0,4.952331,3,1,1,0,1,1407,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-2:cheap_only:verify-1,test,tabular_join,tabular_join-repair-2,31,cheap_only,1,completed,1,0.000114,0.000114,0,5.553499,4,1,1,0,1,1467,0,4,4,2,2,1,0.502117,0,0,,0,0,1
31:tabular_join-repair-3:cheap_only:verify-0,test,tabular_join,tabular_join-repair-3,31,cheap_only,0,completed,1,0.000104,0.000104,0,5.01636,3,1,1,0,1,1385,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-3:cheap_only:verify-1,test,tabular_join,tabular_join-repair-3,31,cheap_only,1,completed,1,0.000106,0.000106,0,8.220006,4,1,1,0,1,1398,0,4,4,2,2,1,1.740762,0,0,,0,0,1
47:apportionment-repair-1:cheap_only:verify-0,test,apportionment,apportionment-repair-1,47,cheap_only,0,completed,0,9.9e-05,9.9e-05,0,5.823693,3,1,1,0,1,1375,0,4,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-1:cheap_only:verify-1,test,apportionment,apportionment-repair-1,47,cheap_only,1,completed,1,9.2e-05,9.2e-05,0,4.236857,4,1,1,0,1,1319,0,5,5,2,2,1,0.505571,0,0,,0,0,1
47:apportionment-repair-2:cheap_only:verify-0,test,apportionment,apportionment-repair-2,47,cheap_only,0,completed,1,9.6e-05,9.6e-05,0,3.934539,3,1,1,0,1,1356,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-2:cheap_only:verify-1,test,apportionment,apportionment-repair-2,47,cheap_only,1,completed,1,0.000532,0.0005319999999999999,1.0842021724855044e-19,17.26039,7,3,3,0,1,6555,0,5,5,2,2,2,1.008897,1,0,,1,0,1
47:apportionment-repair-3:cheap_only:verify-0,test,apportionment,apportionment-repair-3,47,cheap_only,0,completed,0,9.4e-05,9.4e-05,0,3.625178,3,1,1,0,1,1333,0,4,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-3:cheap_only:verify-1,test,apportionment,apportionment-repair-3,47,cheap_only,1,completed,0,0.000244,0.00024399999999999997,2.710505431213761e-20,8.196269,6,2,2,0,1,3370,0,4,5,2,2,2,0.960333,1,1,missed_failure,0,0,1
47:edit_distance-repair-1:cheap_only:verify-0,test,edit_distance,edit_distance-repair-1,47,cheap_only,0,completed,1,0.000129,0.000129,0,4.955443,3,1,1,0,1,1631,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-1:cheap_only:verify-1,test,edit_distance,edit_distance-repair-1,47,cheap_only,1,completed,1,0.000136,0.000136,0,5.317377,4,1,1,0,1,1685,0,6,6,2,2,1,0.45257,0,0,,0,0,1
47:edit_distance-repair-2:cheap_only:verify-0,test,edit_distance,edit_distance-repair-2,47,cheap_only,0,completed,1,0.000129,0.000129,0,5.348311,3,1,1,0,1,1631,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-2:cheap_only:verify-1,test,edit_distance,edit_distance-repair-2,47,cheap_only,1,completed,1,0.000104,0.000104,0,4.141731,4,1,1,0,1,1435,0,6,6,2,2,1,0.403549,0,0,,0,0,0
47:edit_distance-repair-3:cheap_only:verify-0,test,edit_distance,edit_distance-repair-3,47,cheap_only,0,completed,1,0.000324,0.000324,0,11.238734,3,1,1,0,1,3122,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-3:cheap_only:verify-1,test,edit_distance,edit_distance-repair-3,47,cheap_only,1,completed,1,0.000505,0.000505,0,14.708241,5,2,2,0,1,5167,0,6,6,2,2,1,0.502941,0,0,,1,0,1
47:expression_engine-repair-1:cheap_only:verify-0,test,expression_engine,expression_engine-repair-1,47,cheap_only,0,completed,1,8.1e-05,8.1e-05,0,3.19758,3,1,1,0,1,1235,0,6,6,3,3,0,0,0,unknown,,0,0,1
47:expression_engine-repair-1:cheap_only:verify-1,test,expression_engine,expression_engine-repair-1,47,cheap_only,1,completed,1,0.000117,0.000117,0,4.494982,4,1,1,0,1,1515,0,6,6,3,3,1,0.451899,0,0,,0,0,1
47:expression_engine-repair-2:cheap_only:verify-0,test,expression_engine,expression_engine-repair-2,47,cheap_only,0,completed,1,7.7e-05,7.7e-05,0,3.087936,3,1,1,0,1,1209,0,6,6,3,3,0,0,0,unknown,,0,0,1
47:expression_engine-repair-2:cheap_only:verify-1,test,expression_engine,expression_engine-repair-2,47,cheap_only,1,completed,1,7.8e-05,7.8e-05,0,3.404545,4,1,1,0,1,1217,0,6,6,3,3,1,0.402428,0,0,,0,0,1
47:expression_engine-repair-3:cheap_only:verify-0,test,expression_engine,expression_engine-repair-3,47,cheap_only,0,completed,1,9.8e-05,9.8e-05,0,3.751981,3,1,1,0,1,1366,0,6,6,3,3,0,0,0,unknown,,0,0,0
47:expression_engine-repair-3:cheap_only:verify-1,test,expression_engine,expression_engine-repair-3,47,cheap_only,1,completed,1,9.8e-05,9.8e-05,0,4.162516,4,1,1,0,1,1366,0,6,6,3,3,1,0.452212,0,0,,0,0,0
47:graph_dependencies-repair-1:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-1,47,cheap_only,0,completed,1,8.9e-05,8.9e-05,0,4.647823,3,1,1,0,1,1314,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-1:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-1,47,cheap_only,1,completed,1,8.9e-05,8.9e-05,0,5.508171,4,1,1,0,1,1317,0,5,5,3,3,1,0.505491,0,0,,0,0,1
47:graph_dependencies-repair-2:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-2,47,cheap_only,0,completed,1,8.9e-05,8.9e-05,0,5.326213,3,1,1,0,1,1320,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-2:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-2,47,cheap_only,1,completed,1,8.8e-05,8.8e-05,0,4.232018,4,1,1,0,1,1316,0,5,5,3,3,1,0.553236,0,0,,0,0,1
47:graph_dependencies-repair-3:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-3,47,cheap_only,0,completed,1,8.4e-05,8.4e-05,0,3.750746,3,1,1,0,1,1282,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-3:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-3,47,cheap_only,1,completed,1,8.1e-05,8.1e-05,0,4.196179,4,1,1,0,1,1255,0,5,5,3,3,1,0.452906,0,0,,0,0,1
47:interpolation-repair-1:cheap_only:verify-0,test,interpolation,interpolation-repair-1,47,cheap_only,0,completed,1,0.000111,0.000111,0,4.930554,3,1,1,0,1,1396,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-1:cheap_only:verify-1,test,interpolation,interpolation-repair-1,47,cheap_only,1,completed,1,0.000111,0.000111,0,6.346756,4,1,1,0,1,1396,0,5,5,2,2,1,0.554538,0,0,,0,0,1
47:interpolation-repair-2:cheap_only:verify-0,test,interpolation,interpolation-repair-2,47,cheap_only,0,completed,1,0.000108,0.000108,0,5.335538,3,1,1,0,1,1380,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-2:cheap_only:verify-1,test,interpolation,interpolation-repair-2,47,cheap_only,1,completed,1,0.000107,0.000107,0,5.15438,4,1,1,0,1,1368,0,5,5,2,2,1,0.403682,0,0,,0,0,1
47:interpolation-repair-3:cheap_only:verify-0,test,interpolation,interpolation-repair-3,47,cheap_only,0,completed,1,9.6e-05,9.6e-05,0,4.741946,3,1,1,0,1,1285,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-3:cheap_only:verify-1,test,interpolation,interpolation-repair-3,47,cheap_only,1,completed,1,9.6e-05,9.6e-05,0,5.861727,4,1,1,0,1,1285,0,5,5,2,2,1,0.452108,0,0,,0,0,1
47:tabular_join-repair-1:cheap_only:verify-0,test,tabular_join,tabular_join-repair-1,47,cheap_only,0,completed,1,9.9e-05,9.9e-05,0,4.934274,3,1,1,0,1,1332,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-1:cheap_only:verify-1,test,tabular_join,tabular_join-repair-1,47,cheap_only,1,completed,1,8.9e-05,8.9e-05,0,5.347552,4,1,1,0,1,1254,0,4,4,2,2,1,0.50366,0,0,,0,0,1
47:tabular_join-repair-2:cheap_only:verify-0,test,tabular_join,tabular_join-repair-2,47,cheap_only,0,completed,1,0.00011,0.00011,0,5.70673,3,1,1,0,1,1436,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-2:cheap_only:verify-1,test,tabular_join,tabular_join-repair-2,47,cheap_only,1,completed,1,9.7e-05,9.7e-05,0,5.241973,4,1,1,0,1,1340,0,4,4,2,2,1,0.451397,0,0,,0,0,1
47:tabular_join-repair-3:cheap_only:verify-0,test,tabular_join,tabular_join-repair-3,47,cheap_only,0,completed,1,0.000104,0.000104,0,5.05129,3,1,1,0,1,1385,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-3:cheap_only:verify-1,test,tabular_join,tabular_join-repair-3,47,cheap_only,1,completed,1,0.000104,0.000104,0,5.926623,4,1,1,0,1,1385,0,4,4,2,2,1,0.557136,0,0,,0,0,1
73:apportionment-repair-1:cheap_only:verify-0,test,apportionment,apportionment-repair-1,73,cheap_only,0,completed,0,9.5e-05,9.5e-05,0,4.830726,3,1,1,0,1,1345,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-1:cheap_only:verify-1,test,apportionment,apportionment-repair-1,73,cheap_only,1,completed,0,9.2e-05,9.2e-05,0,5.489578,4,1,1,0,1,1322,0,4,5,2,2,1,0.452481,0,1,missed_failure,0,0,1
73:apportionment-repair-2:cheap_only:verify-0,test,apportionment,apportionment-repair-2,73,cheap_only,0,completed,1,0.000121,0.000121,0,5.48189,3,1,1,0,1,1542,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-2:cheap_only:verify-1,test,apportionment,apportionment-repair-2,73,cheap_only,1,completed,0,9.4e-05,9.4e-05,0,4.929989,4,1,1,0,1,1341,0,4,5,2,2,1,0.452721,0,1,missed_failure,0,0,1
73:apportionment-repair-3:cheap_only:verify-0,test,apportionment,apportionment-repair-3,73,cheap_only,0,completed,0,8.6e-05,8.6e-05,0,4.466728,3,1,1,0,1,1270,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-3:cheap_only:verify-1,test,apportionment,apportionment-repair-3,73,cheap_only,1,completed,1,0.000556,0.0005560000000000001,0,25.78498,7,3,3,0,1,6854,0,5,5,2,2,2,0.958807,2,unknown,,1,0,1
73:edit_distance-repair-1:cheap_only:verify-0,test,edit_distance,edit_distance-repair-1,73,cheap_only,0,completed,1,0.00012,0.00012,0,5.28325,3,1,1,0,1,1559,0,6,6,2,2,0,0,0,unknown,,0,0,1
73:edit_distance-repair-1:cheap_only:verify-1,test,edit_distance,edit_distance-repair-1,73,cheap_only,1,completed,1,0.000115,0.000115,0,7.388606,4,1,1,0,1,1525,0,6,6,2,2,1,0.502755,0,0,,0,0,1
73:edit_distance-repair-2:cheap_only:verify-0,test,edit_distance,edit_distance-repair-2,73,cheap_only,0,completed,1,0.000424,0.000424,0,21.872485,3,1,1,0,1,3901,0,6,6,2,2,0,0,0,unknown,,0,0,1
73:edit_distance-repair-2:cheap_only:verify-1,test,edit_distance,edit_distance-repair-2,73,cheap_only,1,completed,1,0.001404,0.001404,0,57.635757,4,3,3,0,1,12709,0,6,6,2,2,1,0.503307,0,0,,1,0,1
73:edit_distance-repair-3:cheap_only:verify-0,test,edit_distance,edit_distance-repair-3,73,cheap_only,0,completed,1,0.001128,0.0011279999999999999,2.168404344971009e-19,53.152271,4,3,3,0,1,10574,0,6,6,2,2,0,0,0,unknown,,1,0,1
73:edit_distance-repair-3:cheap_only:verify-1,test,edit_distance,edit_distance-repair-3,73,cheap_only,1,completed,1,0.000122,0.000122,0,7.183778,4,1,1,0,1,1569,0,6,6,2,2,1,0.502889,0,0,,0,0,1
73:expression_engine-repair-1:cheap_only:verify-0,test,expression_engine,expression_engine-repair-1,73,cheap_only,0,completed,1,7.3e-05,7.3e-05,0,3.95162,3,1,1,0,1,1175,0,6,6,3,3,0,0,0,unknown,,0,0,1
73:expression_engine-repair-1:cheap_only:verify-1,test,expression_engine,expression_engine-repair-1,73,cheap_only,1,completed,1,7.3e-05,7.3e-05,0,5.230004,4,1,1,0,1,1175,0,6,6,3,3,1,0.661274,0,0,,0,0,1
73:expression_engine-repair-2:cheap_only:verify-0,test,expression_engine,expression_engine-repair-2,73,cheap_only,0,completed,1,7.6e-05,7.6e-05,0,4.341306,3,1,1,0,1,1199,0,6,6,3,3,0,0,0,unknown,,0,0,1
73:expression_engine-repair-2:cheap_only:verify-1,test,expression_engine,expression_engine-repair-2,73,cheap_only,1,completed,1,7.9e-05,7.9e-05,0,5.260374,4,1,1,0,1,1218,0,6,6,3,3,1,0.503831,0,0,,0,0,1
73:expression_engine-repair-3:cheap_only:verify-0,test,expression_engine,expression_engine-repair-3,73,cheap_only,0,completed,1,6.4e-05,6.4e-05,0,3.607166,3,1,1,0,1,1101,0,6,6,3,3,0,0,0,unknown,,0,0,0
73:expression_engine-repair-3:cheap_only:verify-1,test,expression_engine,expression_engine-repair-3,73,cheap_only,1,completed,1,6.4e-05,6.4e-05,0,3.985967,4,1,1,0,1,1101,0,6,6,3,3,1,0.503378,0,0,,0,0,0
73:graph_dependencies-repair-1:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-1,73,cheap_only,0,completed,1,8.7e-05,8.7e-05,0,4.712136,3,1,1,0,1,1299,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-1:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-1,73,cheap_only,1,completed,1,8.5e-05,8.5e-05,0,5.093085,4,1,1,0,1,1288,0,5,5,3,3,1,0.503311,0,0,,0,0,1
73:graph_dependencies-repair-2:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-2,73,cheap_only,0,completed,1,9.2e-05,9.2e-05,0,3.887649,3,1,1,0,1,1343,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-2:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-2,73,cheap_only,1,completed,1,8.6e-05,8.6e-05,0,4.365099,4,1,1,0,1,1297,0,5,5,3,3,1,0.452722,0,0,,0,0,1
73:graph_dependencies-repair-3:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-3,73,cheap_only,0,completed,1,8.4e-05,8.4e-05,0,5.783192,3,1,1,0,1,1280,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-3:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-3,73,cheap_only,1,completed,1,8.3e-05,8.3e-05,0,3.83643,4,1,1,0,1,1271,0,5,5,3,3,1,0.453179,0,0,,0,0,1
73:interpolation-repair-1:cheap_only:verify-0,test,interpolation,interpolation-repair-1,73,cheap_only,0,completed,0,0.000102,0.000102,0,5.344809,3,1,1,0,1,1325,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-1:cheap_only:verify-1,test,interpolation,interpolation-repair-1,73,cheap_only,1,completed,1,0.000113,0.000113,0,6.768607,4,1,1,0,1,1407,0,5,5,2,2,1,0.554925,0,0,,0,0,1
73:interpolation-repair-2:cheap_only:verify-0,test,interpolation,interpolation-repair-2,73,cheap_only,0,completed,1,0.000104,0.000104,0,5.216957,3,1,1,0,1,1350,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-2:cheap_only:verify-1,test,interpolation,interpolation-repair-2,73,cheap_only,1,completed,1,0.000131,0.000131,0,6.842641,4,1,1,0,1,1559,0,5,5,2,2,1,0.452174,0,0,,0,0,1
73:interpolation-repair-3:cheap_only:verify-0,test,interpolation,interpolation-repair-3,73,cheap_only,0,completed,1,7.3e-05,7.3e-05,0,4.474614,3,1,1,0,1,1110,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-3:cheap_only:verify-1,test,interpolation,interpolation-repair-3,73,cheap_only,1,completed,1,0.000123,0.000123,0,6.794954,4,1,1,0,1,1490,0,5,5,2,2,1,0.453486,0,0,,0,0,1
73:tabular_join-repair-1:cheap_only:verify-0,test,tabular_join,tabular_join-repair-1,73,cheap_only,0,completed,1,9.3e-05,9.3e-05,0,4.849476,3,1,1,0,1,1285,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-1:cheap_only:verify-1,test,tabular_join,tabular_join-repair-1,73,cheap_only,1,completed,1,0.000105,0.000105,0,5.840397,4,1,1,0,1,1380,0,4,4,2,2,1,0.502001,0,0,,0,0,1
73:tabular_join-repair-2:cheap_only:verify-0,test,tabular_join,tabular_join-repair-2,73,cheap_only,0,completed,1,9.5e-05,9.5e-05,0,4.682884,3,1,1,0,1,1321,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-2:cheap_only:verify-1,test,tabular_join,tabular_join-repair-2,73,cheap_only,1,completed,1,9.1e-05,9.1e-05,0,5.452273,4,1,1,0,1,1291,0,4,4,2,2,1,0.450481,0,0,,0,0,1
73:tabular_join-repair-3:cheap_only:verify-0,test,tabular_join,tabular_join-repair-3,73,cheap_only,0,completed,1,0.000116,0.000116,0,6.165992,3,1,1,0,1,1476,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-3:cheap_only:verify-1,test,tabular_join,tabular_join-repair-3,73,cheap_only,1,completed,1,0.000121,0.000121,0,9.540832,4,1,1,0,1,1514,0,4,4,2,2,1,0.554084,0,0,,0,0,1
101:apportionment-repair-1:cheap_only:verify-0,test,apportionment,apportionment-repair-1,101,cheap_only,0,completed,0,9.6e-05,9.6e-05,0,7.251901,3,1,1,0,1,1351,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-1:cheap_only:verify-1,test,apportionment,apportionment-repair-1,101,cheap_only,1,completed,0,0.000241,0.000241,0,15.568387,6,2,2,0,1,3380,0,4,5,2,2,2,0.958532,1,1,missed_failure,0,0,1
101:apportionment-repair-2:cheap_only:verify-0,test,apportionment,apportionment-repair-2,101,cheap_only,0,completed,0,9.5e-05,9.5e-05,0,6.790682,3,1,1,0,1,1346,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-2:cheap_only:verify-1,test,apportionment,apportionment-repair-2,101,cheap_only,1,completed,0,9.5e-05,9.5e-05,0,5.848592,4,1,1,0,1,1345,0,4,5,2,2,1,0.452513,0,1,missed_failure,0,0,1
101:apportionment-repair-3:cheap_only:verify-0,test,apportionment,apportionment-repair-3,101,cheap_only,0,completed,0,9.5e-05,9.5e-05,0,7.816378,3,1,1,0,1,1341,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-3:cheap_only:verify-1,test,apportionment,apportionment-repair-3,101,cheap_only,1,completed,1,0.000787,0.0007869999999999999,1.0842021724855044e-19,37.852581,9,5,5,0,1,10281,0,5,5,2,2,2,0.957867,2,unknown,,1,0,1
101:edit_distance-repair-1:cheap_only:verify-0,test,edit_distance,edit_distance-repair-1,101,cheap_only,0,completed,1,9.2e-05,9.2e-05,0,4.360053,3,1,1,0,1,1342,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-1:cheap_only:verify-1,test,edit_distance,edit_distance-repair-1,101,cheap_only,1,completed,1,0.00014,0.00014,0,6.412688,4,1,1,0,1,1715,0,6,6,2,2,1,0.452429,0,0,,0,0,1
101:edit_distance-repair-2:cheap_only:verify-0,test,edit_distance,edit_distance-repair-2,101,cheap_only,0,completed,1,0.000131,0.000131,0,6.0472,3,1,1,0,1,1649,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-2:cheap_only:verify-1,test,edit_distance,edit_distance-repair-2,101,cheap_only,1,completed,1,0.00027,0.00027,0,14.156438,4,1,1,0,1,2711,0,6,6,2,2,1,0.453875,0,0,,0,0,1
101:edit_distance-repair-3:cheap_only:verify-0,test,edit_distance,edit_distance-repair-3,101,cheap_only,0,completed,1,0.000133,0.000133,0,5.651001,3,1,1,0,1,1655,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-3:cheap_only:verify-1,test,edit_distance,edit_distance-repair-3,101,cheap_only,1,completed,1,0.000131,0.000131,0,6.741017,4,1,1,0,1,1637,0,6,6,2,2,1,0.607895,0,0,,0,0,1
101:expression_engine-repair-1:cheap_only:verify-0,test,expression_engine,expression_engine-repair-1,101,cheap_only,0,completed,1,7.5e-05,7.5e-05,0,3.660967,3,1,1,0,1,1191,0,6,6,3,3,0,0,0,unknown,,0,0,1
101:expression_engine-repair-1:cheap_only:verify-1,test,expression_engine,expression_engine-repair-1,101,cheap_only,1,completed,1,7.5e-05,7.5e-05,0,4.357028,4,1,1,0,1,1191,0,6,6,3,3,1,0.50319,0,0,,0,0,1
101:expression_engine-repair-2:cheap_only:verify-0,test,expression_engine,expression_engine-repair-2,101,cheap_only,0,completed,1,7.4e-05,7.4e-05,0,4.637331,3,1,1,0,1,1180,0,6,6,3,3,0,0,0,unknown,,0,0,1
101:expression_engine-repair-2:cheap_only:verify-1,test,expression_engine,expression_engine-repair-2,101,cheap_only,1,completed,1,7.4e-05,7.4e-05,0,4.303485,4,1,1,0,1,1180,0,6,6,3,3,1,0.501958,0,0,,0,0,1
101:expression_engine-repair-3:cheap_only:verify-0,test,expression_engine,expression_engine-repair-3,101,cheap_only,0,completed,1,7.8e-05,7.8e-05,0,3.747659,3,1,1,0,1,1211,0,6,6,3,3,0,0,0,unknown,,0,0,0
101:expression_engine-repair-3:cheap_only:verify-1,test,expression_engine,expression_engine-repair-3,101,cheap_only,1,completed,1,7.8e-05,7.8e-05,0,4.138308,4,1,1,0,1,1211,0,6,6,3,3,1,0.452176,0,0,,0,0,0
101:graph_dependencies-repair-1:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-1,101,cheap_only,0,completed,1,8.6e-05,8.6e-05,0,5.465478,3,1,1,0,1,1297,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-1:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-1,101,cheap_only,1,completed,1,8.8e-05,8.8e-05,0,5.230618,4,1,1,0,1,1307,0,5,5,3,3,1,0.457297,0,0,,0,0,1
101:graph_dependencies-repair-2:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-2,101,cheap_only,0,completed,1,8.8e-05,8.8e-05,0,5.478247,3,1,1,0,1,1310,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-2:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-2,101,cheap_only,1,completed,1,8.8e-05,8.8e-05,0,7.560885,4,1,1,0,1,1310,0,5,5,3,3,1,0.455851,0,0,,0,0,1
101:graph_dependencies-repair-3:cheap_only:verify-0,test,graph_dependencies,graph_dependencies-repair-3,101,cheap_only,0,completed,1,9.4e-05,9.4e-05,0,7.675472,3,1,1,0,1,1356,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-3:cheap_only:verify-1,test,graph_dependencies,graph_dependencies-repair-3,101,cheap_only,1,completed,1,8.3e-05,8.3e-05,0,7.028981,4,1,1,0,1,1269,0,5,5,3,3,1,0.503281,0,0,,0,0,1
