id,task_id,family,split,category,policy,seed,status,solved,public_passed,public_total,heldout_passed,heldout_total,cost_usd,tokens,elapsed_s,tool_calls,steps,attempts,regressions_introduced,unnecessary_edits,escalations,learned_decisions,fallback_decisions,success_after_repair,stop_reason,failure_labels
8cae7a3575c149c5867f4447f6820e71,federation-clock-join,federation,test,refactor,static_router,29,completed,True,2,2,4,4,0.000296,4222,38.699481,3,2,2,0,0,1,0,0,True,visible_tests_pass,implementation:invalid_candidate
6cf6dee25a5e4bc7a703e75473aba684,federation-clock-join,federation,test,refactor,strong_only,29,completed,True,2,2,4,4,0.000129,1896,13.743419,3,1,1,0,0,0,0,0,False,visible_tests_pass,
106d6d7b9010486eb7361a9c33e91d28,federation-clock-join,federation,test,refactor,cheap_only,29,completed,True,2,2,4,4,0.000129,2045,4.110655,3,1,1,0,0,0,0,0,False,visible_tests_pass,
59ff395696434d0bb0801e026a72cf72,federation-clock-join,federation,test,refactor,adaptive,29,completed,True,2,2,4,4,0.000119,1833,11.125198,3,1,1,0,0,0,1,0,False,visible_tests_pass,
e36ae3019a2441caa66420a4459b39be,federation-clock-join,federation,test,refactor,escalate_on_failure,29,completed,True,2,2,4,4,0.000161,2293,5.910582,3,1,1,0,1,0,0,0,False,visible_tests_pass,
1940415335f847d19a0a737832abd33f,federation-replica-recovery,federation,test,long_horizon,cheap_only,29,completed,False,2,2,4,5,0.000841,10714,28.036577,6,4,4,0,1,0,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
15c11a2020c649789aa2d7e7c505ee6e,federation-replica-recovery,federation,test,long_horizon,static_router,29,completed,False,2,2,4,5,0.000633,7763,52.379632,5,3,3,0,1,1,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
b0e08e8aba404146964529abf0363148,federation-replica-recovery,federation,test,long_horizon,escalate_on_failure,29,completed,False,2,2,4,5,0.000375,4705,39.800534,4,2,2,0,0,1,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
cf6ef98f46474bd48b9a3ce284e4754d,federation-replica-recovery,federation,test,long_horizon,adaptive,29,completed,False,2,2,4,5,0.000422,4706,66.491134,4,2,2,0,0,0,2,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
d0197245a4c54eb889b628af6039ea01,federation-replica-recovery,federation,test,long_horizon,strong_only,29,failed,False,0,2,,5,0.001352,,0.693306,1,1,1,0,,0,0,0,False,provider_error,
2da76ea75e404bd89f95c10a9aa25529,federation-strict-frontier,federation,test,failing_tests,cheap_only,29,completed,True,2,2,4,4,0.000483,5762,16.822604,4,2,2,0,0,0,0,0,True,visible_tests_pass,
6a4ff7e04dea4a5eab6424260c63dbf5,federation-strict-frontier,federation,test,failing_tests,escalate_on_failure,29,completed,True,2,2,4,4,0.000369,4535,46.100515,4,2,2,0,0,1,0,0,True,visible_tests_pass,
df986afcfcfd44b1b12a0b6f46cdea29,federation-strict-frontier,federation,test,failing_tests,static_router,29,completed,True,2,2,4,4,0.000204,2507,7.810023,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7d4b2af2fc5243b0934bb5b9e1fc0396,federation-strict-frontier,federation,test,failing_tests,strong_only,29,completed,True,2,2,4,4,0.000232,2372,36.98807,3,1,1,0,0,0,0,0,False,visible_tests_pass,
706c67bf760941b68b1c1bd910798394,federation-strict-frontier,federation,test,failing_tests,adaptive,29,completed,True,2,2,4,4,0.000449,4795,72.845398,4,2,2,0,0,0,2,0,True,visible_tests_pass,
0e57f58fe7ab4a8885d048107a8749b5,federation-tombstone-policy,federation,test,feature,adaptive,29,completed,True,2,2,4,4,0.000149,2007,14.038384,3,1,1,0,0,0,1,0,False,visible_tests_pass,
e085b8ee31e4438c9a8698d2c562768d,federation-tombstone-policy,federation,test,feature,strong_only,29,completed,True,2,2,4,4,0.000316,4246,42.285647,4,2,2,0,0,0,0,0,True,visible_tests_pass,
6d203da22b7d4c1f9df75ffd0af04345,federation-tombstone-policy,federation,test,feature,cheap_only,29,completed,True,2,2,4,4,0.000119,1963,4.693978,3,1,1,0,0,0,0,0,False,visible_tests_pass,
d32cd17f8fb04c2aaa5b2852ed395fe4,federation-tombstone-policy,federation,test,feature,escalate_on_failure,29,completed,True,2,2,4,4,0.000115,1937,4.77322,3,1,1,0,0,0,0,0,False,visible_tests_pass,
252886441204493a859e3282f4a458e4,federation-tombstone-policy,federation,test,feature,static_router,29,completed,True,2,2,4,4,0.000116,1943,4.689124,3,1,1,0,0,0,0,0,False,visible_tests_pass,
b4b68ab2cc7447bba0ff6cf547dbb2d1,search-case-normalization,search,test,bug_fix,static_router,29,completed,True,2,2,4,4,0.00052,4904,22.234698,3,1,1,0,2,0,0,0,False,visible_tests_pass,
5ab9bbbfc7c7443ba8160d4e4a62bfb4,search-case-normalization,search,test,bug_fix,adaptive,29,completed,True,2,2,4,4,8.2e-05,1462,13.160209,3,1,1,0,0,0,1,0,False,visible_tests_pass,
3cc4edead8ab44d89015b7ef70508558,search-case-normalization,search,test,bug_fix,strong_only,29,completed,True,2,2,4,4,8.4e-05,1470,8.619374,3,1,1,0,0,0,0,0,False,visible_tests_pass,
9ad9015c183b49a1adf89ad5762845a8,search-case-normalization,search,test,bug_fix,escalate_on_failure,29,completed,True,2,2,4,4,0.000322,3386,11.879623,3,1,1,0,0,0,0,0,False,visible_tests_pass,
c60cf4e55d3b4024847afb6dd22842f3,search-case-normalization,search,test,bug_fix,cheap_only,29,completed,True,2,2,4,4,0.000412,4071,22.73463,3,1,1,0,0,0,0,0,False,visible_tests_pass,
d8f5e2230ea74777ba2b57526946c755,search-frequency-ranking,search,test,multi_file,strong_only,29,completed,True,2,2,4,4,0.000136,1796,19.42096,3,1,1,0,0,0,0,0,False,visible_tests_pass,
563f110e3d6f4c7687ac8851c2929f25,search-frequency-ranking,search,test,multi_file,escalate_on_failure,29,completed,True,2,2,4,4,0.000124,1875,7.8489,3,1,1,0,0,0,0,0,False,visible_tests_pass,
3c3ae6b0aec74131b1f125234926e66c,search-frequency-ranking,search,test,multi_file,cheap_only,29,completed,True,2,2,4,4,0.000125,1886,6.273326,3,1,1,0,0,0,0,0,False,visible_tests_pass,
3f7329078ed14456bcf6679c6d51890c,search-frequency-ranking,search,test,multi_file,static_router,29,completed,True,2,2,4,4,0.000124,1879,8.129497,3,1,1,0,0,0,0,0,False,visible_tests_pass,
11d17f4c7a214f21804cc5b0d34a79b7,search-frequency-ranking,search,test,multi_file,adaptive,29,completed,True,2,2,4,4,0.000183,2074,17.642191,3,1,1,0,0,0,1,0,False,visible_tests_pass,
8b4ac46b2ad6494e9933ca8dadbb3bf1,search-label-semantics,search,test,feature,cheap_only,29,completed,True,2,2,4,4,0.000103,1746,5.339517,3,1,1,0,0,0,0,0,False,visible_tests_pass,
b9b90bd5e5e34a42975f73bf3e8607ee,search-label-semantics,search,test,feature,static_router,29,completed,True,2,2,4,4,0.000103,1746,5.984808,3,1,1,0,0,0,0,0,False,visible_tests_pass,
97147714b39b4d4397b2fbc6e74b6458,search-label-semantics,search,test,feature,strong_only,29,completed,True,2,2,4,4,0.000119,1728,9.893723,3,1,1,0,0,0,0,0,False,visible_tests_pass,
e171f0a202c64301949bc731296f21ba,search-label-semantics,search,test,feature,adaptive,29,completed,True,2,2,4,4,0.000114,1696,10.814504,3,1,1,0,0,0,1,0,False,visible_tests_pass,
08941b9a015a499f82b7e88bb154877e,search-label-semantics,search,test,feature,escalate_on_failure,29,completed,True,2,2,4,4,0.000105,1762,5.662558,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7295bdb005104823a9a8dcbaf41a0c5e,search-ranked-pagination,search,test,failing_tests,cheap_only,29,completed,True,2,2,4,4,0.000171,3253,6.473713,4,2,2,0,0,0,0,0,True,visible_tests_pass,
38c1060e6e1e4ffba351be394be3d6ad,search-ranked-pagination,search,test,failing_tests,escalate_on_failure,29,completed,True,2,2,4,4,0.00018,3259,11.263185,4,2,2,0,0,1,0,0,True,visible_tests_pass,
686fe39f43dc480194c4d1fa0fca8f4c,search-ranked-pagination,search,test,failing_tests,adaptive,29,completed,True,2,2,4,4,0.000147,1907,41.141497,3,1,1,0,0,0,1,0,False,visible_tests_pass,
1070bc80420a473d9c4dac5d7b82e4c4,search-ranked-pagination,search,test,failing_tests,static_router,29,completed,True,2,2,4,4,0.000171,3252,6.118587,4,2,2,0,0,0,0,0,True,visible_tests_pass,
96cec30a68cd4227b8e5476acadd574d,search-ranked-pagination,search,test,failing_tests,strong_only,29,completed,True,2,2,4,4,0.000146,1904,41.662648,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f6480a7e7e924fdda13e402d3ae93a23,search-search-release,search,test,long_horizon,static_router,29,completed,True,2,2,5,5,0.000152,2097,6.707363,3,1,1,0,0,0,0,0,False,visible_tests_pass,
8e8b90d01aa149f9b5052d2bab971fbd,search-search-release,search,test,long_horizon,adaptive,29,completed,True,2,2,5,5,0.000241,2420,30.032107,3,1,1,0,0,0,1,0,False,visible_tests_pass,
be7be88ba42347099b6d788910e6c2d6,search-search-release,search,test,long_horizon,cheap_only,29,completed,True,2,2,5,5,0.000152,2098,10.233545,3,1,1,0,0,0,0,0,False,visible_tests_pass,
934acdd41eb246dbb64ba65a64805b6f,search-search-release,search,test,long_horizon,strong_only,29,completed,True,2,2,5,5,0.000237,2399,34.097417,3,1,1,0,0,0,0,0,False,visible_tests_pass,
0893091e97ce4d1ebae8cf83802ed636,search-search-release,search,test,long_horizon,escalate_on_failure,29,completed,True,2,2,5,5,0.000148,2067,7.417244,3,1,1,0,0,0,0,0,False,visible_tests_pass,
56077f053ea949919f494425b026eae2,workflows-canonical-order,workflows,validation,refactor,static_router,29,completed,True,2,2,4,4,0.000104,1680,8.678882,3,1,1,0,0,0,0,0,False,visible_tests_pass,
6bd34ef36b26458db2abd9fe97a0d132,workflows-canonical-order,workflows,validation,refactor,strong_only,29,completed,True,2,2,4,4,9.5e-05,1506,11.999029,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a1abc8bca5894e9baf5843d7c6d66b18,workflows-canonical-order,workflows,validation,refactor,adaptive,29,completed,True,2,2,4,4,9.5e-05,1506,9.468677,3,1,1,0,0,0,1,0,False,visible_tests_pass,
ebfacedf8ee741cd9f81532e1b5a6032,workflows-canonical-order,workflows,validation,refactor,cheap_only,29,completed,True,2,2,4,4,0.000105,1686,4.734566,3,1,1,0,0,0,0,0,False,visible_tests_pass,
28c51f36d0cc4d38b4f2be71d29469d0,workflows-canonical-order,workflows,validation,refactor,escalate_on_failure,29,completed,True,2,2,4,4,0.000117,1780,5.75316,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f3c79e8690304f26a8fcd1ee92a7da7a,workflows-coordinator-recovery,workflows,validation,long_horizon,static_router,29,completed,True,2,2,5,5,0.000922,10096,84.425368,6,4,4,0,0,1,0,0,True,visible_tests_pass,
4e4c19e19ea14baaa869c96fb7921aa4,workflows-coordinator-recovery,workflows,validation,long_horizon,escalate_on_failure,29,completed,True,2,2,5,5,0.000134,1932,5.677214,3,1,1,0,0,0,0,0,False,visible_tests_pass,
56a817603a7d4497b1daf5d1dcddf595,workflows-coordinator-recovery,workflows,validation,long_horizon,adaptive,29,completed,True,2,2,5,5,0.000694,6590,113.418233,4,2,2,0,1,0,2,0,True,visible_tests_pass,
f832fcab150e47848ae092dde1fa5866,workflows-coordinator-recovery,workflows,validation,long_horizon,cheap_only,29,completed,True,2,2,5,5,0.001478,17477,58.831169,8,6,6,0,0,0,0,0,True,visible_tests_pass,looping:repeated_candidate
e67aba05e9524defae972baf7897b502,workflows-coordinator-recovery,workflows,validation,long_horizon,strong_only,29,completed,True,2,2,5,5,0.000399,4440,57.594157,4,2,2,0,0,0,0,0,True,visible_tests_pass,
0c9905b422004560b401517e566761bc,workflows-cycle-validation,workflows,validation,bug_fix,static_router,29,completed,True,2,2,4,4,0.000147,2009,6.699452,3,1,1,0,0,0,0,0,False,visible_tests_pass,
38ffe1742f294bc2a92b12ec2ed20873,workflows-cycle-validation,workflows,validation,bug_fix,strong_only,29,completed,True,2,2,4,4,0.000103,1549,15.849499,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f3da814807ab43f1a10e9df9be0ee33b,workflows-cycle-validation,workflows,validation,bug_fix,adaptive,29,completed,True,2,2,4,4,8.7e-05,1456,16.637407,3,1,1,0,0,0,1,0,False,visible_tests_pass,
4eb2f933bee54c56928a201de262c395,workflows-cycle-validation,workflows,validation,bug_fix,cheap_only,29,completed,True,2,2,4,4,0.00013,1873,8.083632,3,1,1,0,0,0,0,0,False,visible_tests_pass,
27729e7f135d4a209e7ca5af4bb82778,workflows-cycle-validation,workflows,validation,bug_fix,escalate_on_failure,29,completed,True,2,2,4,4,0.000148,2013,8.546921,3,1,1,0,0,0,0,0,False,visible_tests_pass,
dc85ecf01b76467fbc81a128edac1ac0,workflows-failure-propagation,workflows,validation,failing_tests,adaptive,29,completed,True,2,2,4,4,0.000123,1715,16.403429,3,1,1,0,0,0,1,0,False,visible_tests_pass,
88bb62c5aac745fea3b2babe4c88c7a8,workflows-failure-propagation,workflows,validation,failing_tests,cheap_only,29,completed,True,2,2,4,4,9.8e-05,1678,5.230732,3,1,1,0,0,0,0,0,False,visible_tests_pass,
5342721195734b0fac39b17906ce6560,workflows-failure-propagation,workflows,validation,failing_tests,strong_only,29,failed,False,0,2,,4,0.001345,,0.71934,1,1,1,0,,0,0,0,False,provider_error,
9725fad79c5c4aa4b550246812c1160c,workflows-failure-propagation,workflows,validation,failing_tests,escalate_on_failure,29,completed,True,2,2,4,4,0.000115,1803,8.629017,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f24919c7d0a047e78865583ae8854f5c,workflows-failure-propagation,workflows,validation,failing_tests,static_router,29,completed,True,2,2,4,4,0.000121,1850,6.807804,3,1,1,0,0,0,0,0,False,visible_tests_pass,
34c483f528bb43788ed58ab6ab5ff436,workflows-readiness-gates,workflows,validation,feature,static_router,29,completed,True,2,2,4,4,0.000129,1910,6.540688,3,1,1,0,0,0,0,0,False,visible_tests_pass,
b62ae22e41be45129bb2e0641ce64cd9,workflows-readiness-gates,workflows,validation,feature,cheap_only,29,completed,True,2,2,4,4,0.000128,1898,6.617684,3,1,1,0,0,0,0,0,False,visible_tests_pass,
396291b9f2e646fa89f2bd92886c2241,workflows-readiness-gates,workflows,validation,feature,adaptive,29,completed,True,2,2,4,4,0.00012,1695,16.711828,3,1,1,0,0,0,1,0,False,visible_tests_pass,
c5cb80b3daf84b70a9faa210539b84e4,workflows-readiness-gates,workflows,validation,feature,escalate_on_failure,29,completed,True,2,2,4,4,0.00013,1916,6.693713,3,1,1,0,0,0,0,0,False,visible_tests_pass,
54b99ea34a7f4dddabdb66c3d360ad70,workflows-readiness-gates,workflows,validation,feature,strong_only,29,completed,True,2,2,4,4,0.000117,1676,12.388154,3,1,1,0,0,0,0,0,False,visible_tests_pass,
0ee155074fcc4913bee1bc5571884410,analytics-deduplicated-means,analytics,validation,multi_file,escalate_on_failure,43,completed,True,2,2,4,4,0.000144,2092,7.49447,3,1,1,0,0,0,0,0,False,visible_tests_pass,
400639b0cd7b4f2a9406cda8e13db85b,analytics-deduplicated-means,analytics,validation,multi_file,static_router,43,completed,True,2,2,4,4,0.000142,2079,6.262407,3,1,1,0,0,0,0,0,False,visible_tests_pass,
30b5da4c311647d683aecfeac702e95a,analytics-deduplicated-means,analytics,validation,multi_file,adaptive,43,completed,True,2,2,4,4,0.00019,2180,30.586233,3,1,1,0,0,0,1,0,False,visible_tests_pass,
cd759a5965e74f79ad184804e6eb4099,analytics-deduplicated-means,analytics,validation,multi_file,cheap_only,43,completed,True,2,2,4,4,0.000142,2079,6.82388,3,1,1,0,0,0,0,0,False,visible_tests_pass,
b204c254ede14159812d95e0c43957d6,analytics-deduplicated-means,analytics,validation,multi_file,strong_only,43,completed,True,2,2,4,4,0.00019,2180,26.050783,3,1,1,0,0,0,0,0,False,visible_tests_pass,
70b1616c082f48e8ac8abced9523cf9b,analytics-partial-buckets,analytics,validation,feature,cheap_only,43,completed,True,2,2,4,4,0.000115,1854,4.722028,3,1,1,0,0,0,0,0,False,visible_tests_pass,
2374ba5fa16845dd93043db23485cb6d,analytics-partial-buckets,analytics,validation,feature,adaptive,43,completed,True,2,2,4,4,0.000151,1935,28.430237,3,1,1,0,0,0,1,0,False,visible_tests_pass,
41eec9363bb44ca8881273cc6bd3c527,analytics-partial-buckets,analytics,validation,feature,escalate_on_failure,43,completed,True,2,2,4,4,0.000123,1916,5.341201,3,1,1,0,0,0,0,0,False,visible_tests_pass,
10ef3efc8ac4471d9cf494ed99797c7d,analytics-partial-buckets,analytics,validation,feature,static_router,43,completed,True,2,2,4,4,0.000115,1854,5.076785,3,1,1,0,0,0,0,0,False,visible_tests_pass,
5def2f0779a44548a911efc299e26c5b,analytics-partial-buckets,analytics,validation,feature,strong_only,43,completed,True,2,2,4,4,0.000137,1853,17.920406,3,1,1,0,0,0,0,0,False,visible_tests_pass,
764ba087fbcb47039c069dd7812f2cf6,analytics-quantile-index,analytics,validation,failing_tests,strong_only,43,completed,True,2,2,4,4,0.000136,1812,21.696969,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f32b4275e691413d959e255a3df96f9c,analytics-quantile-index,analytics,validation,failing_tests,static_router,43,completed,True,2,2,4,4,0.000103,1727,4.945665,3,1,1,0,0,0,0,0,False,visible_tests_pass,
6a361d23d5534f44bfe8921fd713b51a,analytics-quantile-index,analytics,validation,failing_tests,cheap_only,43,completed,True,2,2,4,4,0.000103,1729,4.924742,3,1,1,0,0,0,0,0,False,visible_tests_pass,
6dc9cdab4f4641dfb2570173064e5145,analytics-quantile-index,analytics,validation,failing_tests,escalate_on_failure,43,completed,True,2,2,4,4,0.000101,1714,4.775804,3,1,1,0,0,0,0,0,False,visible_tests_pass,
fade0b543ef849bab5eaaa57544cfb51,analytics-quantile-index,analytics,validation,failing_tests,adaptive,43,completed,True,2,2,4,4,0.000141,1842,18.13968,3,1,1,0,0,0,1,0,False,visible_tests_pass,
20bacb5f7b02432abcf0e53697b0b450,analytics-reporting-recovery,analytics,validation,long_horizon,static_router,43,completed,True,2,2,5,5,0.000131,2019,4.998725,3,1,1,0,0,0,0,0,False,visible_tests_pass,
fa9cb5c830154cd6964ae21a8eb90a20,analytics-reporting-recovery,analytics,validation,long_horizon,cheap_only,43,completed,True,2,2,5,5,0.000138,2075,6.20041,3,1,1,0,1,0,0,0,False,visible_tests_pass,
d825737ce7934b27bd57589074d561fa,analytics-reporting-recovery,analytics,validation,long_horizon,strong_only,43,completed,True,2,2,5,5,0.000213,2344,36.849663,3,1,1,0,0,0,0,0,False,visible_tests_pass,
2c0cde32aacd4a8e80359804f2a2c339,analytics-reporting-recovery,analytics,validation,long_horizon,adaptive,43,completed,True,2,2,5,5,0.000181,2158,25.261806,3,1,1,0,0,0,1,0,False,visible_tests_pass,
09cde24ccb2a4289986ea6570adf1aa2,analytics-reporting-recovery,analytics,validation,long_horizon,escalate_on_failure,43,completed,True,2,2,5,5,0.000131,2019,5.959267,3,1,1,0,0,0,0,0,False,visible_tests_pass,
04c54a042b854112a25fee58d07fb767,analytics-window-boundary,analytics,validation,bug_fix,adaptive,43,failed,False,1,2,,4,0.001323,,0.712449,1,1,1,0,,0,1,0,False,provider_error,
c194ae73de164487b510c0573122d17e,analytics-window-boundary,analytics,validation,bug_fix,strong_only,43,completed,True,2,2,4,4,8.1e-05,1496,7.328383,3,1,1,0,0,0,0,0,False,visible_tests_pass,
32e34a111c4b4fee9f11b3c76bfaa745,analytics-window-boundary,analytics,validation,bug_fix,static_router,43,completed,True,2,2,4,4,0.000112,1802,6.37607,3,1,1,0,0,0,0,0,False,visible_tests_pass,
e77181ed7e2842b0abf125bccff76e32,analytics-window-boundary,analytics,validation,bug_fix,cheap_only,43,completed,True,2,2,4,4,0.000115,1828,5.14146,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a2995872bc274770a6bd1e4e64b7381a,analytics-window-boundary,analytics,validation,bug_fix,escalate_on_failure,43,completed,True,2,2,4,4,0.000114,1820,6.082135,3,1,1,0,0,0,0,0,False,visible_tests_pass,
06bf107e73b84d08a0db3b98020a3d6c,federation-clock-components,federation,test,bug_fix,static_router,43,completed,True,2,2,4,4,0.000117,1814,10.803536,3,1,1,0,0,0,0,0,False,visible_tests_pass,
da730b2927b94c9d921e62e2c86b41da,federation-clock-components,federation,test,bug_fix,strong_only,43,completed,True,2,2,4,4,0.00011,1629,12.526876,3,1,1,0,0,0,0,0,False,visible_tests_pass,
5f7a96d1e2e042748af9fb87cd7884ea,federation-clock-components,federation,test,bug_fix,escalate_on_failure,43,completed,True,2,2,4,4,0.000113,1780,8.362936,3,1,1,0,0,0,0,0,False,visible_tests_pass,
ed5c30d7b7f341a493afaf1bb2d8573a,federation-clock-components,federation,test,bug_fix,cheap_only,43,completed,True,2,2,4,4,0.000113,1780,5.10585,3,1,1,0,0,0,0,0,False,visible_tests_pass,
99382507d67046199254d2a0807cd67f,federation-clock-components,federation,test,bug_fix,adaptive,43,completed,True,2,2,4,4,0.000109,1625,12.529884,3,1,1,0,0,0,1,0,False,visible_tests_pass,
7231299eadc046f1af4eed0a22431905,federation-clock-join,federation,test,refactor,escalate_on_failure,43,completed,True,2,2,4,4,0.000142,2143,6.139201,3,1,1,0,0,0,0,0,False,visible_tests_pass,
577efe20d2fc4b7fb48b5b3b75a948ba,federation-clock-join,federation,test,refactor,cheap_only,43,completed,True,2,2,4,4,0.000137,2107,6.550178,3,1,1,0,0,0,0,0,False,visible_tests_pass,
6db3cf6d1edb4fd1942a541af26fd282,federation-clock-join,federation,test,refactor,strong_only,43,completed,True,2,2,4,4,0.000123,1857,18.309285,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7038be70f3b44d88bba76f5a6c16d56b,federation-clock-join,federation,test,refactor,adaptive,43,completed,True,2,2,4,4,0.000126,1876,17.581713,3,1,1,0,0,0,1,0,False,visible_tests_pass,
4b468fc2a97f4a75a470c85e39ebcedc,federation-clock-join,federation,test,refactor,static_router,43,completed,True,2,2,4,4,0.000301,4249,25.831369,3,2,2,0,0,1,0,0,True,visible_tests_pass,implementation:invalid_candidate
797758435ae34030846145c7c75fb838,federation-replica-recovery,federation,test,long_horizon,cheap_only,43,completed,False,2,2,4,5,0.000911,11332,85.160114,6,4,4,0,1,0,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
2374709f89074bf993095d6f9874f912,federation-replica-recovery,federation,test,long_horizon,static_router,43,completed,False,2,2,4,5,0.000717,9277,95.5619,5,4,4,0,1,1,0,0,False,visible_tests_pass,looping:repeated_candidate;implementation:invalid_candidate;verification:visible_pass_hidden_fail
08cc98540c524ab78d38de65bbd7f820,federation-replica-recovery,federation,test,long_horizon,escalate_on_failure,43,completed,False,2,2,4,5,0.000371,4625,35.581956,4,2,2,0,0,1,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
47b73c9210a94c9ea12c4b8832bfeed6,federation-replica-recovery,federation,test,long_horizon,strong_only,43,completed,False,2,2,4,5,0.000411,4682,71.847939,4,2,2,0,0,0,0,0,False,visible_tests_pass,verification:visible_pass_hidden_fail
993f6642f4584657ad00efbaa060383a,federation-replica-recovery,federation,test,long_horizon,adaptive,43,failed,False,1,2,,5,0.001624,,32.371871,2,2,2,0,,0,2,0,False,provider_error,
e1746d438eac48c0a5d69ff9c8d87cc0,federation-strict-frontier,federation,test,failing_tests,cheap_only,43,completed,True,2,2,4,4,0.000553,7183,29.266092,5,3,3,0,0,0,0,0,True,visible_tests_pass,looping:repeated_candidate
851e1fd62e7046dbafbfd27861779943,federation-strict-frontier,federation,test,failing_tests,strong_only,43,completed,True,2,2,4,4,0.000271,2606,42.189852,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f77d7651d0e0417aa6387f660c9cc4b4,federation-strict-frontier,federation,test,failing_tests,adaptive,43,completed,True,2,2,4,4,0.000385,4281,46.631958,3,2,2,0,0,0,2,0,True,visible_tests_pass,implementation:invalid_candidate
b75f4beea35d45ac8818119aefbe3195,federation-strict-frontier,federation,test,failing_tests,escalate_on_failure,43,completed,True,2,2,4,4,0.000351,4574,50.225443,4,2,2,0,0,1,0,0,True,visible_tests_pass,
a5c22cd36328486e8a0b2f31f66e7aaf,federation-strict-frontier,federation,test,failing_tests,static_router,43,completed,True,2,2,4,4,0.000502,5792,60.094962,4,2,2,0,0,0,0,0,True,visible_tests_pass,
51784ff51a6b482eb6d2d1b677570e7b,federation-tombstone-policy,federation,test,feature,adaptive,43,completed,True,2,2,4,4,0.000153,2033,29.114891,3,1,1,0,0,0,1,0,False,visible_tests_pass,
bf53ba5941234f8db13a62339cd4a20b,federation-tombstone-policy,federation,test,feature,static_router,43,completed,True,2,2,4,4,0.000111,1904,13.310106,3,1,1,0,0,0,0,0,False,visible_tests_pass,
6578131b50c6463b8fac89c7ce5d1669,federation-tombstone-policy,federation,test,feature,escalate_on_failure,43,completed,True,2,2,4,4,0.00011,1894,10.284577,3,1,1,0,0,0,0,0,False,visible_tests_pass,
644655fc6810416cb9ac55753d74ad22,federation-tombstone-policy,federation,test,feature,strong_only,43,completed,True,2,2,4,4,0.000159,2064,25.75848,3,1,1,0,0,0,0,0,False,visible_tests_pass,
0936bbd85e9c4f49b6fc03fa20f2ca9e,federation-tombstone-policy,federation,test,feature,cheap_only,43,completed,True,2,2,4,4,0.000112,1908,7.740664,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7d656a167ef94941bb12e2995030adeb,search-case-normalization,search,test,bug_fix,adaptive,43,completed,True,2,2,4,4,8.5e-05,1480,21.044556,3,1,1,0,0,0,1,0,False,visible_tests_pass,
5863681539e74612b152a9cb8c5fa569,search-case-normalization,search,test,bug_fix,strong_only,43,completed,True,2,2,4,4,8.3e-05,1466,10.823963,3,1,1,0,0,0,0,0,False,visible_tests_pass,
2aaafc68bfea47a9a881172924a09109,search-case-normalization,search,test,bug_fix,cheap_only,43,completed,True,2,2,4,4,0.000129,1899,18.828222,3,1,1,0,0,0,0,0,False,visible_tests_pass,
be728093aa9b4d03a25dc56e08a02299,search-case-normalization,search,test,bug_fix,static_router,43,completed,True,2,2,4,4,0.000134,1937,8.303163,3,1,1,0,1,0,0,0,False,visible_tests_pass,
e81ca8d2ffb14728a1072d4da83766f3,search-case-normalization,search,test,bug_fix,escalate_on_failure,43,completed,True,2,2,4,4,0.00013,1908,11.390297,3,1,1,0,0,0,0,0,False,visible_tests_pass,
3779bd6d52fd44eaa3a17fd5ee8d8d66,search-frequency-ranking,search,test,multi_file,escalate_on_failure,43,completed,True,2,2,4,4,0.000123,1866,7.279974,3,1,1,0,0,0,0,0,False,visible_tests_pass,
bf783d8b9dda47308ff9c36822d3722e,search-frequency-ranking,search,test,multi_file,cheap_only,43,completed,True,2,2,4,4,0.000123,1866,15.130805,3,1,1,0,0,0,0,0,False,visible_tests_pass,
34a72a2d7b6c4ce79cdb4760f5a24c13,search-frequency-ranking,search,test,multi_file,static_router,43,completed,True,2,2,4,4,0.000131,1932,6.597061,3,1,1,0,0,0,0,0,False,visible_tests_pass,
60e8445a2bc14a2592b6a7d5ee2d7168,search-frequency-ranking,search,test,multi_file,adaptive,43,completed,True,2,2,4,4,0.000144,1843,42.577977,3,1,1,0,0,0,1,0,False,visible_tests_pass,
879f946119be47a4a9c66d19469fe52d,search-frequency-ranking,search,test,multi_file,strong_only,43,completed,True,2,2,4,4,0.000134,1786,17.564794,3,1,1,0,0,0,0,0,False,visible_tests_pass,
40634885f6db406c9790d9634e77e32e,search-label-semantics,search,test,feature,static_router,43,completed,True,2,2,4,4,0.000103,1745,7.374636,3,1,1,0,0,0,0,0,False,visible_tests_pass,
